epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,650.923,2.09505,1.72635,1.43821,0.55426,0.05,0.05045,0.01446,3.06626,4.15833,1.9835,0.007096,0.007096,0.007096
90,657.818,2.23036,1.89308,1.52438,0.55426,0.05,0.05045,0.01446,3.06626,4.15833,1.9835,0.007063,0.007063,0.007063
91,664.625,2.14668,1.7561,1.43537,0.17125,0.08,0.05049,0.01641,2.99176,3.94706,1.9407,0.00703,0.00703,0.00703
92,671.294,2.18337,2.02352,1.52084,0.08522,0.12,0.05047,0.01501,2.95213,3.58861,1.87176,0.006997,0.006997,0.006997
93,678.037,1.98219,1.69176,1.48052,0.08522,0.12,0.05047,0.01501,2.95213,3.58861,1.87176,0.006964,0.006964,0.006964
94,684.91,2.10516,1.83256,1.44727,0.16493,0.14911,0.06318,0.02032,2.8715,3.33699,1.81502,0.006931,0.006931,0.006931
95,691.777,2.09126,1.8349,1.45493,0.19167,0.16,0.07125,0.02243,2.86767,3.30172,1.85753,0.006898,0.006898,0.006898
96,698.402,2.05159,1.83901,1.50934,0.19167,0.16,0.07125,0.02243,2.86767,3.30172,1.85753,0.006865,0.006865,0.006865
97,705.235,2.21983,1.85228,1.4601,0.23016,0.16749,0.0978,0.02622,2.86324,3.55974,1.86948,0.006832,0.006832,0.006832
98,711.864,2.09887,1.90425,1.49521,0.23016,0.16749,0.0978,0.02622,2.86324,3.55974,1.86948,0.006799,0.006799,0.006799
99,718.61,2.09474,1.85498,1.43362,0.22977,0.09559,0.07382,0.01823,2.8885,3.81139,1.86135,0.006766,0.006766,0.006766
100,725.467,2.07452,1.81247,1.48491,0.04963,0.14,0.05494,0.01399,2.90865,3.96415,1.86943,0.006733,0.006733,0.006733
101,732.158,2.10011,1.73736,1.43632,0.04963,0.14,0.05494,0.01399,2.90865,3.96415,1.86943,0.0067,0.0067,0.0067
102,738.693,2.09451,1.8193,1.48988,0.03974,0.03526,0.05037,0.01527,2.87443,3.88204,1.83281,0.006667,0.006667,0.006667
103,745.346,1.97691,1.63215,1.32351,0.12267,0.15,0.07481,0.02316,2.8797,3.6818,1.88102,0.006634,0.006634,0.006634
104,752.12,2.06395,1.64277,1.41074,0.12267,0.15,0.07481,0.02316,2.8797,3.6818,1.88102,0.006601,0.006601,0.006601
105,758.984,2.07521,1.66684,1.39449,0.2789,0.08,0.09491,0.03082,2.8804,3.72373,1.89025,0.006568,0.006568,0.006568
106,765.858,2.28183,1.75955,1.44199,0.2789,0.08,0.09491,0.03082,2.8804,3.72373,1.89025,0.006535,0.006535,0.006535
107,772.725,2.11998,1.87635,1.4508,0.36497,0.09456,0.10195,0.02877,2.90807,4.00967,1.92251,0.006502,0.006502,0.006502
108,779.94,2.1036,1.77057,1.41029,0.18766,0.11,0.06681,0.02201,2.93813,3.74207,1.90343,0.006469,0.006469,0.006469
109,786.887,2.11217,1.7998,1.46166,0.18766,0.11,0.06681,0.02201,2.93813,3.74207,1.90343,0.006436,0.006436,0.006436
110,793.715,2.03517,1.82395,1.41771,0.19022,0.16,0.08228,0.0284,2.8437,3.38181,1.88612,0.006403,0.006403,0.006403
111,800.664,1.94246,1.54524,1.35262,0.20953,0.16,0.11324,0.03689,2.88805,3.08064,1.88452,0.00637,0.00637,0.00637
112,807.695,2.03488,1.53902,1.37555,0.20953,0.16,0.11324,0.03689,2.88805,3.08064,1.88452,0.006337,0.006337,0.006337
113,814.391,2.12735,1.68663,1.39748,0.23684,0.19629,0.12862,0.04347,2.9314,3.02086,1.87884,0.006304,0.006304,0.006304
114,821.059,2.02892,1.605,1.40855,0.23684,0.19629,0.12862,0.04347,2.9314,3.02086,1.87884,0.006271,0.006271,0.006271
115,827.562,1.91802,1.62122,1.38648,0.21443,0.19862,0.10055,0.02644,2.99748,3.25209,1.89382,0.006238,0.006238,0.006238
116,834.222,2.05916,1.5533,1.34146,0.09743,0.14457,0.07954,0.02315,3.04706,3.50156,1.9068,0.006205,0.006205,0.006205
117,840.913,2.00605,1.57607,1.42249,0.09743,0.14457,0.07954,0.02315,3.04706,3.50156,1.9068,0.006172,0.006172,0.006172
118,847.532,1.98595,1.66655,1.41168,0.0767,0.09471,0.06358,0.02029,3.02935,3.75809,1.91822,0.006139,0.006139,0.006139
119,962.219,1.7943,1.53872,1.34685,0.15794,0.1395,0.0976,0.03062,3.0123,3.72859,1.99357,0.006106,0.006106,0.006106
120,971.28,2.10265,1.52228,1.33769,0.15794,0.1395,0.0976,0.03062,3.0123,3.72859,1.99357,0.006073,0.006073,0.006073
121,978.327,1.98083,1.54914,1.38064,0.1282,0.15,0.09863,0.02776,3.04603,3.61246,2.02172,0.00604,0.00604,0.00604
122,984.932,1.90618,1.43745,1.30633,0.1282,0.15,0.09863,0.02776,3.04603,3.61246,2.02172,0.006007,0.006007,0.006007
123,991.116,1.89171,1.48815,1.34725,0.10736,0.15,0.07745,0.02104,3.09293,3.65612,2.0253,0.005974,0.005974,0.005974
124,997.35,1.88799,1.50499,1.35237,0.10632,0.16,0.07689,0.01863,3.03763,3.60564,1.95732,0.005941,0.005941,0.005941
125,1003.84,1.88902,1.47959,1.29859,0.10632,0.16,0.07689,0.01863,3.03763,3.60564,1.95732,0.005908,0.005908,0.005908
126,1010.53,2.03185,1.6572,1.41532,0.0921,0.13,0.07041,0.0206,2.92143,3.70028,1.86091,0.005875,0.005875,0.005875
