epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,1317.47,2.06835,1.73292,1.3758,0.56168,0.07446,0.0658,0.01933,3.02134,4.00777,2.21258,0.0056935,0.0056935,0.0056935
89,1325.41,2.05985,1.77238,1.3869,0.45281,0.09174,0.07044,0.02701,3.06163,3.95373,2.20171,0.005644,0.005644,0.005644
90,1333.74,1.9829,1.69114,1.34262,0.46858,0.09768,0.07571,0.02961,3.0196,3.69416,2.14257,0.0055945,0.0055945,0.0055945
91,1341.69,2.03229,1.62929,1.3288,0.46858,0.09768,0.07571,0.02961,3.0196,3.69416,2.14257,0.005545,0.005545,0.005545
92,1349.58,2.06598,1.68956,1.38624,0.34904,0.07339,0.08297,0.02531,3.00956,3.43932,2.09294,0.0054955,0.0054955,0.0054955
93,1357.43,1.8292,1.51134,1.33249,0.09227,0.12186,0.10227,0.02702,2.83568,3.23234,2.00371,0.005446,0.005446,0.005446
94,1365.12,1.97582,1.6819,1.34258,0.07292,0.15946,0.06993,0.02475,2.86895,3.45353,2.02985,0.0053965,0.0053965,0.0053965
95,1372.93,2.15915,1.88448,1.44487,0.07292,0.15946,0.06993,0.02475,2.86895,3.45353,2.02985,0.005347,0.005347,0.005347
96,1381.09,2.02144,1.63331,1.33784,0.08865,0.13974,0.071,0.02659,2.92726,3.51191,2.06411,0.0052975,0.0052975,0.0052975
97,1388.93,2.14149,1.77543,1.45125,0.08628,0.11071,0.08554,0.02765,3.01425,3.26484,2.12326,0.005248,0.005248,0.005248
98,1397.04,2.10019,1.63483,1.34988,0.14129,0.09733,0.08883,0.03055,3.07603,3.37446,2.15791,0.0051985,0.0051985,0.0051985
99,1404.93,2.04855,1.70099,1.30965,0.14129,0.09733,0.08883,0.03055,3.07603,3.37446,2.15791,0.005149,0.005149,0.005149
100,1412.68,1.93578,1.54636,1.2956,0.22557,0.10911,0.0832,0.02551,3.0647,3.39574,2.11876,0.0050995,0.0050995,0.0050995
101,1420.49,1.91718,1.54799,1.36425,0.22262,0.14449,0.09844,0.02818,2.94685,3.30706,2.03293,0.00505,0.00505,0.00505
102,1428.36,1.98214,1.5128,1.35269,0.12599,0.15125,0.10278,0.03372,2.82109,3.05501,2.0186,0.0050005,0.0050005,0.0050005
103,1436.27,2.02077,1.62958,1.35675,0.12599,0.15125,0.10278,0.03372,2.82109,3.05501,2.0186,0.004951,0.004951,0.004951
104,1444.13,1.86283,1.55509,1.40312,0.10057,0.16607,0.10094,0.03077,2.84113,3.05598,2.04188,0.0049015,0.0049015,0.0049015
105,1452.77,1.91827,1.3762,1.27119,0.10124,0.17071,0.106,0.03269,2.8421,3.09392,2.00992,0.004852,0.004852,0.004852
106,1461.56,1.86657,1.55553,1.3732,0.43356,0.10285,0.11094,0.03419,2.86708,3.03251,2.00127,0.0048025,0.0048025,0.0048025
107,1470.21,1.90981,1.5637,1.3808,0.43356,0.10285,0.11094,0.03419,2.86708,3.03251,2.00127,0.004753,0.004753,0.004753
108,1640.82,1.80223,1.3994,1.31843,0.18004,0.10691,0.12147,0.03589,2.83732,3.09541,1.95978,0.0047035,0.0047035,0.0047035
109,1648.49,1.88664,1.54117,1.34556,0.13833,0.14589,0.09791,0.02876,2.92229,3.18842,2.02458,0.004654,0.004654,0.004654
110,1656.04,2.02277,1.59982,1.37819,0.16306,0.13074,0.09092,0.02267,2.96337,3.28073,2.07016,0.0046045,0.0046045,0.0046045
111,1663.7,1.82435,1.38882,1.28255,0.16306,0.13074,0.09092,0.02267,2.96337,3.28073,2.07016,0.004555,0.004555,0.004555
112,1671.21,1.81623,1.50762,1.35728,0.11249,0.13786,0.07943,0.02031,3.02128,3.37773,2.11484,0.0045055,0.0045055,0.0045055
113,1678.84,1.90979,1.5476,1.33426,0.10397,0.10432,0.07078,0.01921,3.00988,3.32412,2.12222,0.004456,0.004456,0.004456
114,1686.54,1.93638,1.62905,1.33977,0.11763,0.09291,0.08282,0.02193,2.94476,3.23926,2.0798,0.0044065,0.0044065,0.0044065
115,1694.27,1.78453,1.42174,1.32479,0.11763,0.09291,0.08282,0.02193,2.94476,3.23926,2.0798,0.004357,0.004357,0.004357
116,1702.29,1.77488,1.38538,1.27616,0.12584,0.11071,0.09781,0.02759,2.90138,3.24311,2.05517,0.0043075,0.0043075,0.0043075
