epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
97,1022.31,2.09042,1.74155,1.4662,0.17015,0.15175,0.12833,0.05089,2.87054,3.42959,2.27393,0.005248,0.005248,0.005248
98,1032.33,2.09615,1.80311,1.41378,0.1756,0.15455,0.14346,0.05699,2.77983,3.23871,2.3411,0.0051985,0.0051985,0.0051985
99,1041.38,1.92029,1.54599,1.34407,0.32001,0.16446,0.1663,0.06893,2.71975,3.09974,2.35771,0.005149,0.005149,0.005149
100,1050.65,1.96897,1.61289,1.32228,0.33326,0.17815,0.18479,0.07425,2.62976,2.84021,2.25837,0.0050995,0.0050995,0.0050995
101,1059.73,1.79169,1.38623,1.36399,0.17731,0.21745,0.17372,0.07198,2.61315,2.83697,2.21515,0.00505,0.00505,0.00505
102,1069.12,2.14277,1.96091,1.38002,0.17731,0.21745,0.17372,0.07198,2.61315,2.83697,2.21515,0.0050005,0.0050005,0.0050005
103,1078.62,1.89967,1.75384,1.4069,0.17579,0.19063,0.1742,0.0714,2.66956,2.90237,2.2506,0.004951,0.004951,0.004951
104,1088.2,2.01019,1.62254,1.29464,0.60135,0.1174,0.14484,0.05972,2.72715,3.19623,2.27869,0.0049015,0.0049015,0.0049015
105,1097.51,2.01938,1.54795,1.3165,0.16135,0.10735,0.11577,0.04443,2.79854,3.6264,2.36066,0.004852,0.004852,0.004852
106,1106.58,1.99079,1.76551,1.39552,0.08631,0.11601,0.07604,0.02718,2.86535,4.074,2.38818,0.0048025,0.0048025,0.0048025
107,1115.55,1.99408,1.65978,1.36725,0.13392,0.09974,0.08884,0.0344,2.82196,3.97078,2.35561,0.004753,0.004753,0.004753
108,1124.61,2.05742,1.93719,1.40677,0.18444,0.10228,0.11728,0.04766,2.74868,3.65492,2.29823,0.0047035,0.0047035,0.0047035
109,1133.6,1.80042,1.33958,1.25994,0.19056,0.17022,0.13915,0.06009,2.726,3.33153,2.32071,0.004654,0.004654,0.004654
110,1142.99,1.80241,1.39621,1.22701,0.19056,0.17022,0.13915,0.06009,2.726,3.33153,2.32071,0.0046045,0.0046045,0.0046045
111,1152.06,1.43507,2.35851,1.05703,0.1704,0.20938,0.15267,0.06632,2.71655,3.21951,2.34206,0.004555,0.004555,0.004555
112,1161.39,1.87052,1.46156,1.33796,0.20515,0.19111,0.16529,0.07329,2.66979,3.31439,2.33114,0.0045055,0.0045055,0.0045055
113,1170.76,1.54909,1.90245,1.10217,0.44278,0.16949,0.17542,0.07514,2.64413,3.1863,2.28777,0.004456,0.004456,0.004456
114,1179.94,1.81123,1.479,1.3811,0.38165,0.17629,0.17564,0.07624,2.59376,3.089,2.23056,0.0044065,0.0044065,0.0044065
115,1189.27,1.77591,1.34507,1.33261,0.35093,0.17929,0.16712,0.07706,2.52022,3.0263,2.12279,0.004357,0.004357,0.004357
116,1198.6,1.65274,1.30549,1.29253,0.51061,0.15515,0.17873,0.07628,2.53936,2.953,2.14568,0.0043075,0.0043075,0.0043075
117,1208.16,1.79998,1.41796,1.26223,0.58332,0.15297,0.16832,0.07844,2.63169,3.00962,2.24536,0.004258,0.004258,0.004258
118,1217.21,1.48474,1.87032,1.06532,0.58332,0.15297,0.16832,0.07844,2.63169,3.00962,2.24536,0.0042085,0.0042085,0.0042085
119,1226.17,1.5873,1.63247,1.11369,0.3115,0.19514,0.16696,0.07771,2.70918,3.03439,2.3609,0.004159,0.004159,0.004159
120,1235.18,1.81374,1.44003,1.32609,0.23962,0.18339,0.15971,0.06409,2.76927,3.12886,2.44023,0.0041095,0.0041095,0.0041095
121,1243.95,1.80357,1.73981,1.37177,0.2737,0.16693,0.1672,0.05918,2.80754,3.26719,2.46319,0.00406,0.00406,0.00406
122,1253.04,1.80237,1.50826,1.32574,0.21693,0.15305,0.15655,0.04991,2.83146,3.36713,2.40988,0.0040105,0.0040105,0.0040105
123,1262.3,1.81355,1.42349,1.33691,0.20303,0.19478,0.15168,0.04528,2.83901,3.41147,2.41527,0.003961,0.003961,0.003961
124,1271.61,1.71126,1.43223,1.31405,0.1983,0.16892,0.15358,0.05436,2.81782,3.31811,2.39885,0.0039115,0.0039115,0.0039115
125,1280.73,1.92042,1.48632,1.33017,0.28021,0.17796,0.15711,0.05343,2.73262,3.24971,2.35138,0.003862,0.003862,0.003862
126,1289.77,1.58995,1.65135,1.08023,0.28021,0.17796,0.15711,0.05343,2.73262,3.24971,2.35138,0.0038125,0.0038125,0.0038125
127,1298.96,1.84503,1.44272,1.24262,0.21136,0.1585,0.15594,0.0557,2.74058,3.3034,2.37097,0.003763,0.003763,0.003763
128,1308.17,1.79279,1.34031,1.27406,0.20073,0.16525,0.1533,0.05861,2.66219,3.32815,2.32705,0.0037135,0.0037135,0.0037135
129,1317.94,1.99708,1.63709,1.30751,0.34781,0.14019,0.1494,0.05994,2.72133,3.31337,2.39384,0.003664,0.003664,0.003664
130,1327.27,1.84931,1.61262,1.3584,0.3446,0.1566,0.17343,0.06656,2.71633,3.21721,2.38873,0.0036145,0.0036145,0.0036145
131,1336.51,1.71479,1.37586,1.32719,0.23237,0.16805,0.17039,0.06547,2.70241,3.25225,2.35737,0.003565,0.003565,0.003565
132,1345.78,1.71323,1.18334,1.17193,0.2108,0.11945,0.13559,0.05539,2.75748,3.4546,2.39031,0.0035155,0.0035155,0.0035155
133,1354.9,1.7465,1.31416,1.23702,0.12952,0.13977,0.10465,0.03899,2.79306,3.73235,2.39596,0.003466,0.003466,0.003466
134,1364.18,1.78104,1.44131,1.30109,0.12952,0.13977,0.10465,0.03899,2.79306,3.73235,2.39596,0.0034165,0.0034165,0.0034165
135,1373.19,1.74413,1.39469,1.22341,0.14151,0.14715,0.09698,0.0349,2.84349,3.77903,2.46364,0.003367,0.003367,0.003367
136,1382.57,1.7085,1.37163,1.26508,0.13828,0.17114,0.10794,0.04131,2.83536,3.52094,2.47244,0.0033175,0.0033175,0.0033175
137,1391.73,1.71488,1.29431,1.21937,0.17019,0.18078,0.14244,0.05309,2.78045,3.23374,2.43731,0.003268,0.003268,0.003268
138,1400.92,1.69194,1.20834,1.18489,0.19188,0.19127,0.15768,0.06294,2.70155,3.11384,2.35762,0.0032185,0.0032185,0.0032185
139,1410.08,1.77548,1.3442,1.2263,0.21042,0.16725,0.15383,0.05903,2.71817,3.17039,2.34972,0.003169,0.003169,0.003169
140,1419.19,1.75789,1.32643,1.28476,0.30939,0.13019,0.13515,0.05289,2.82262,3.49621,2.43536,0.0031195,0.0031195,0.0031195
141,1428.36,1.65212,1.24014,1.21546,0.1588,0.11916,0.115,0.04491,2.8628,3.85417,2.50258,0.00307,0.00307,0.00307
142,1437.62,1.77971,1.60793,1.33713,0.1588,0.11916,0.115,0.04491,2.8628,3.85417,2.50258,0.0030205,0.0030205,0.0030205
143,1446.81,1.70043,1.29221,1.21632,0.12835,0.13781,0.0968,0.03784,2.87228,4.11331,2.44334,0.002971,0.002971,0.002971
144,1456.15,1.69669,1.28036,1.19538,0.10924,0.11319,0.08887,0.03671,2.88138,4.12611,2.37355,0.0029215,0.0029215,0.0029215
145,1464.97,1.63027,1.2692,1.36628,0.12825,0.11345,0.09791,0.04079,2.85988,3.90717,2.35125,0.002872,0.002872,0.002872
146,1474.05,1.72117,1.34919,1.1935,0.14175,0.12953,0.12442,0.05155,2.84258,3.65014,2.37353,0.0028225,0.0028225,0.0028225
147,1483.14,1.63165,1.19617,1.24548,0.13528,0.13954,0.13295,0.05181,2.86812,3.54446,2.41056,0.002773,0.002773,0.002773
148,1492.22,1.61837,1.35762,1.29341,0.35812,0.11526,0.143,0.05233,2.88619,3.49457,2.4409,0.0027235,0.0027235,0.0027235
149,1501.57,1.84865,1.44904,1.26193,0.29883,0.12453,0.13566,0.0482,2.86528,3.46862,2.41106,0.002674,0.002674,0.002674
150,1510.76,1.81477,1.34127,1.28818,0.29883,0.12453,0.13566,0.0482,2.86528,3.46862,2.41106,0.0026245,0.0026245,0.0026245
151,1520.17,1.69574,1.23788,1.1716,0.14149,0.15,0.12707,0.04919,2.79228,3.42149,2.38204,0.002575,0.002575,0.002575
152,1529.43,1.58831,1.12892,1.13931,0.14284,0.16452,0.14102,0.05609,2.69041,3.307,2.3119,0.0025255,0.0025255,0.0025255
153,1538.68,1.49263,1.06346,1.13614,0.16331,0.15536,0.14838,0.06138,2.66883,3.19148,2.32641,0.002476,0.002476,0.002476
154,1547.9,1.53805,1.2202,1.23026,0.29322,0.15452,0.15456,0.0617,2.62855,3.15653,2.2969,0.0024265,0.0024265,0.0024265
155,1557.05,1.49862,1.13522,1.16596,0.19087,0.16878,0.15069,0.06619,2.61131,3.09765,2.30227,0.002377,0.002377,0.002377
156,1566.45,1.62548,1.15613,1.21174,0.22289,0.14218,0.14287,0.06181,2.64611,3.15973,2.31987,0.0023275,0.0023275,0.0023275
157,1575.66,1.8246,1.44992,1.29417,0.23469,0.11927,0.12592,0.04953,2.68887,3.40019,2.32654,0.002278,0.002278,0.002278
158,1584.66,1.58905,1.26261,1.25994,0.23469,0.11927,0.12592,0.04953,2.68887,3.40019,2.32654,0.0022285,0.0022285,0.0022285
159,1593.33,1.53093,1.20218,1.22356,0.14451,0.16072,0.10478,0.03581,2.71985,3.7057,2.34478,0.002179,0.002179,0.002179
160,1602.43,1.75629,1.57362,1.29269,0.1495,0.16213,0.09016,0.0311,2.77564,3.77583,2.35366,0.0021295,0.0021295,0.0021295
161,1611.74,1.56558,1.25749,1.24609,0.17969,0.15686,0.11288,0.03808,2.7972,3.64925,2.41275,0.00208,0.00208,0.00208
162,1621.19,1.75244,1.35176,1.35166,0.14162,0.16887,0.12271,0.04773,2.79629,3.48297,2.42924,0.0020305,0.0020305,0.0020305
163,1630.35,1.61992,1.22313,1.22056,0.15812,0.16466,0.139,0.05576,2.78234,3.31943,2.40587,0.001981,0.001981,0.001981
164,1639.63,1.82117,1.59976,1.32868,0.15972,0.15459,0.13298,0.05605,2.78786,3.24318,2.41102,0.0019315,0.0019315,0.0019315
165,1648.84,1.806,1.8633,1.22328,0.23011,0.11091,0.1344,0.05796,2.76849,3.29895,2.37441,0.001882,0.001882,0.001882
166,1657.9,1.62867,1.22543,1.16078,0.23011,0.11091,0.1344,0.05796,2.76849,3.29895,2.37441,0.0018325,0.0018325,0.0018325
167,1667.97,1.69059,1.25327,1.19812,0.44439,0.10602,0.13291,0.05782,2.76269,3.43476,2.31715,0.001783,0.001783,0.001783
168,1678.14,1.64574,1.25895,1.26428,0.135,0.17899,0.12555,0.05218,2.77297,3.48333,2.31631,0.0017335,0.0017335,0.0017335
169,1688.65,1.70241,1.29143,1.19093,0.13604,0.17104,0.12412,0.05247,2.79293,3.58476,2.33489,0.001684,0.001684,0.001684
170,1698.54,1.58299,1.18974,1.20001,0.14953,0.17968,0.13277,0.05119,2.82175,3.6524,2.38218,0.0016345,0.0016345,0.0016345
171,1707.9,1.7478,1.20839,1.2116,0.1508,0.17408,0.14092,0.04937,2.85353,3.61702,2.41356,0.001585,0.001585,0.001585
172,1717.37,1.91957,1.33309,1.24377,0.17392,0.19772,0.14292,0.04968,2.83786,3.6086,2.39304,0.0015355,0.0015355,0.0015355
173,1727.02,1.50466,1.12192,1.15418,0.17419,0.2128,0.14539,0.04967,2.81469,3.49861,2.38502,0.001486,0.001486,0.001486
174,1736.95,1.33645,1.52038,1.00584,0.17419,0.2128,0.14539,0.04967,2.81469,3.49861,2.38502,0.0014365,0.0014365,0.0014365
175,1746.55,1.5549,1.211,1.18143,0.1681,0.19783,0.1541,0.05798,2.78661,3.40013,2.3724,0.001387,0.001387,0.001387
176,1756.35,1.55231,1.09018,1.14917,0.16825,0.19512,0.15957,0.06357,2.72824,3.32919,2.33801,0.0013375,0.0013375,0.0013375
177,1765.63,1.73987,1.34771,1.27211,0.16976,0.20183,0.16461,0.06907,2.66569,3.22514,2.34568,0.001288,0.001288,0.001288
178,1774.83,1.58829,1.12485,1.15341,0.18702,0.19333,0.17007,0.07164,2.665,3.20173,2.3778,0.0012385,0.0012385,0.0012385
179,1783.76,1.524,1.11368,1.15385,0.21586,0.1987,0.17225,0.07318,2.69644,3.17623,2.40181,0.001189,0.001189,0.001189
180,1792.7,1.53512,1.22668,1.1754,0.21254,0.1847,0.16975,0.0711,2.71497,3.13367,2.40911,0.0011395,0.0011395,0.0011395
181,1801.91,1.57463,1.11516,1.15443,0.20124,0.18064,0.17098,0.06994,2.72536,3.15202,2.39754,0.00109,0.00109,0.00109
182,1811.22,1.52465,1.23446,1.15383,0.20124,0.18064,0.17098,0.06994,2.72536,3.15202,2.39754,0.0010405,0.0010405,0.0010405
183,1820.24,1.4565,1.02683,1.12764,0.2162,0.16909,0.16641,0.07046,2.71781,3.2007,2.38345,0.000991,0.000991,0.000991
184,1829.35,1.47706,1.09493,1.15037,0.21037,0.17519,0.16789,0.06775,2.69696,3.23779,2.34684,0.0009415,0.0009415,0.0009415
185,1838.39,1.50945,1.15496,1.18811,0.22067,0.16901,0.15894,0.06416,2.74292,3.31258,2.37266,0.000892,0.000892,0.000892
186,1847.35,1.47017,1.0896,1.1651,0.22222,0.17548,0.15849,0.0635,2.75245,3.32376,2.37827,0.0008425,0.0008425,0.0008425
187,1856.37,1.6034,1.15522,1.19981,0.23479,0.18575,0.16616,0.06444,2.74841,3.32531,2.37612,0.000793,0.000793,0.000793
