epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,1135.12,2.19683,1.88327,1.40547,0.15195,0.21513,0.07209,0.01934,3.00448,3.18293,1.80466,0.003268,0.003268,0.003268
70,1147.59,2.03112,1.80223,1.43319,0.15234,0.21,0.05418,0.01526,2.95407,3.15219,1.77626,0.003169,0.003169,0.003169
71,1159.83,2.17691,1.975,1.35553,0.15234,0.21,0.05418,0.01526,2.95407,3.15219,1.77626,0.00307,0.00307,0.00307
72,1171.5,2.21012,1.9075,1.37607,0.15818,0.21,0.05175,0.01339,2.96177,3.24476,1.77003,0.002971,0.002971,0.002971
73,1183.88,2.24405,1.90321,1.43844,0.13861,0.12,0.03994,0.01162,3.05631,3.3634,1.79338,0.002872,0.002872,0.002872
74,1196.48,2.23581,2.10086,1.51293,0.14656,0.14,0.04509,0.01178,3.04933,3.39382,1.79628,0.002773,0.002773,0.002773
75,1207.8,2.09294,1.76345,1.4055,0.14656,0.14,0.04509,0.01178,3.04933,3.39382,1.79628,0.002674,0.002674,0.002674
76,1219.52,2.12871,1.95049,1.36691,0.15235,0.12,0.0587,0.01605,3.01694,3.45759,1.81508,0.002575,0.002575,0.002575
77,1231.49,2.22528,1.81432,1.40533,0.14417,0.09,0.0601,0.01673,3.02902,3.48571,1.83411,0.002476,0.002476,0.002476
78,1243.03,2.17184,1.85415,1.37477,0.18603,0.07536,0.06115,0.01604,3.0908,3.47649,1.87794,0.002377,0.002377,0.002377
79,1254.12,1.99093,1.67334,1.36527,0.18603,0.07536,0.06115,0.01604,3.0908,3.47649,1.87794,0.002278,0.002278,0.002278
80,1265.18,1.99212,1.65077,1.36492,0.0519,0.11121,0.04984,0.01421,3.03813,3.47462,1.84424,0.002179,0.002179,0.002179
81,1276.92,2.2034,2.11937,1.50224,0.04756,0.13,0.04473,0.01227,2.97062,3.40893,1.79296,0.00208,0.00208,0.00208
82,1289.6,1.87913,1.6374,1.30607,0.05246,0.15531,0.04636,0.01317,2.87796,3.33616,1.74365,0.001981,0.001981,0.001981
83,1301.37,2.05385,1.7127,1.34058,0.05246,0.15531,0.04636,0.01317,2.87796,3.33616,1.74365,0.001882,0.001882,0.001882
84,1313.06,1.96227,1.58595,1.28611,0.04617,0.13,0.05242,0.01434,2.84872,3.29869,1.72831,0.001783,0.001783,0.001783
85,1325.74,1.97798,1.58495,1.27776,0.05781,0.14,0.05778,0.01571,2.83976,3.27137,1.72849,0.001684,0.001684,0.001684
86,1337.35,2.0316,1.70713,1.3948,0.05712,0.13,0.06334,0.01777,2.82016,3.27366,1.71618,0.001585,0.001585,0.001585
87,1349.59,2.06002,1.75588,1.32998,0.05712,0.13,0.06334,0.01777,2.82016,3.27366,1.71618,0.001486,0.001486,0.001486
88,1361.79,1.92298,1.64579,1.38173,0.0769,0.13781,0.06739,0.01846,2.8244,3.26897,1.71069,0.001387,0.001387,0.001387
89,1373.06,1.9504,1.61112,1.26801,0.08988,0.13239,0.07966,0.02076,2.8304,3.23844,1.70482,0.001288,0.001288,0.001288
90,1385.23,1.93352,1.63308,1.33661,0.09703,0.14,0.08773,0.02045,2.88632,3.19782,1.73136,0.001189,0.001189,0.001189
91,1397.19,2.10326,1.95044,1.45528,0.09703,0.14,0.08773,0.02045,2.88632,3.19782,1.73136,0.00109,0.00109,0.00109
92,1409.89,1.87048,1.65177,1.34079,0.24268,0.08987,0.09668,0.02094,2.93324,3.17537,1.74596,0.000991,0.000991,0.000991
93,1421.82,2.01538,1.71353,1.44311,0.2012,0.12,0.09264,0.01945,3.00212,3.24081,1.7906,0.000892,0.000892,0.000892
94,1433.46,1.82472,1.54917,1.33968,0.18508,0.07,0.06989,0.0164,3.00729,3.26652,1.80658,0.000793,0.000793,0.000793
95,1444.52,1.85737,1.56676,1.34125,0.18508,0.07,0.06989,0.0164,3.00729,3.26652,1.80658,0.000694,0.000694,0.000694
96,1455.5,1.94436,1.69131,1.3377,0.18275,0.10372,0.07128,0.01624,2.98585,3.26597,1.79094,0.000595,0.000595,0.000595
97,1463.56,1.93014,1.65959,1.42456,0.14811,0.12,0.06688,0.01575,2.94809,3.244,1.76685,0.000496,0.000496,0.000496
98,1470.76,1.90081,1.61131,1.34697,0.08135,0.12,0.06232,0.0166,2.92221,3.19907,1.7386,0.000397,0.000397,0.000397
99,1477.96,1.93246,1.60567,1.34086,0.08135,0.12,0.06232,0.0166,2.92221,3.19907,1.7386,0.000298,0.000298,0.000298
100,1485.35,1.93939,1.72097,1.39041,0.0731,0.12,0.06235,0.01645,2.90346,3.18079,1.72392,0.000199,0.000199,0.000199
